Step,TankID,Team,X,Y,Heading,TurretHeading,Velocity,HP,GunEnergy
422,2,0,483.4,715.5,251.9,178.0,0.0,0,15
422,3,1,418.6,423.5,76.9,237.2,4.6,2,15
422,4,1,173.5,636.3,227.8,178.9,7.5,8,12
422,5,1,263.0,383.6,337.5,217.2,5.4,8,3
423,0,0,329.9,688.6,269.8,318.0,0.0,0,15
423,1,0,612.6,153.0,125.8,110.0,7.8,7,3
423,2,0,483.4,715.5,251.9,178.0,0.0,0,15
423,3,1,423.0,422.4,76.9,238.0,4.5,2,15
423,4,1,168.0,641.3,227.8,178.0,7.4,8,13
423,5,1,261.0,378.6,337.5,217.2,6.3,8,4
424,0,0,329.9,688.6,269.8,318.0,0.0,0,15
424,1,0,618.8,157.5,125.8,106.0,7.6,7,4
424,2,0,483.4,715.5,251.9,178.0,0.0,0,15
424,3,1,427.4,421.4,76.9,238.6,4.4,2,15
424,4,1,162.6,646.1,227.8,176.9,7.2,8,14
424,5,1,258.6,372.9,337.5,217.5,6.2,8,5
425,0,0,329.9,688.6,269.8,318.0,0.0,0,15
425,1,0,624.9,161.9,130.2,106.0,7.5,7,5
425,2,0,483.4,715.5,251.9,178.0,0.0,0,15
425,3,1,431.6,420.4,76.9,239.3,4.4,2,15
425,4,1,157.4,650.9,227.8,168.6,7.1,8,15
425,5,1,256.3,367.3,337.5,217.3,6.1,8,6
426,0,0,329.9,688.6,269.8,318.0,0.0,0,15
426,1,0,630.5,166.6,130.2,102.0,7.3,7,6
426,2,0,483.4,715.5,251.9,178.0,0.0,0,15
426,3,1,435.8,419.4,76.9,239.9,4.3,2,15
426,4,1,152.2,655.6,227.8,168.6,7.0,8,0
426,5,1,254.0,361.8,337.5,217.3,7.0,8,7
427,0,0,329.9,688.6,269.8,318.0,0.0,0,15
427,1,0,635.9,171.2,134.8,102.0,7.2,7,7
427,2,0,483.4,715.5,251.9,178.0,0.0,0,15
427,3,1,439.9,418.5,76.9,240.4,4.2,2,15
427,4,1,147.2,660.1,227.8,164.4,6.8,8,1
427,5,1,251.4,355.5,337.5,218.1,6.8,8,8
428,0,0,329.9,688.6,269.8,318.0,0.0,0,15
428,1,0,640.9,176.2,134.8,98.0,7.0,7,8
428,2,0,483.4,715.5,251.9,178.0,0.0,0,15
428,3,1,443.9,417.6,76.9,240.9,4.1,2,15
428,4,1,142.2,664.6,227.8,161.9,6.7,8,2
428,5,1,248.8,349.3,337.5,217.7,6.7,8,9
429,0,0,329.9,688.6,269.8,318.0,0.0,0,15
429,1,0,645.8,181.0,139.6,98.0,6.9,7,9
429,2,0,483.4,715.5,251.9,178.0,0.0,0,15
429,3,1,447.8,416.6,76.9,241.2,4.0,2,15
429,4,1,137.4,669.0,227.8,161.9,7.5,8,3
429,5,1,246.3,343.3,337.5,217.7,7.5,8,10
430,0,0,329.9,688.6,269.8,318.0,0.0,0,15
430,1,0,650.2,186.2,139.6,98.0,7.8,7,10
430,2,0,483.4,715.5,251.9,178.0,0.0,0,15
430,3,1,451.6,415.8,76.9,241.7,3.9,2,15
430,4,1,131.9,674.0,227.8,151.9,7.4,8,4
430,5,1,243.5,336.5,337.5,217.7,7.4,8,11
431,0,0,329.9,688.6,269.8,318.0,0.0,0,15
431,1,0,655.1,192.0,139.6,94.0,7.6,7,11
431,2,0,483.4,715.5,251.9,178.0,0.0,0,15
431,3,1,455.4,414.9,76.9,242.1,3.9,2,15
431,4,1,126.6,678.9,227.8,150.3,7.2,8,5
431,5,1,240.7,329.8,337.5,217.9,7.2,8,12
432,0,0,329.9,688.6,269.8,318.0,0.0,0,15
432,1,0,660.0,197.6,144.0,94.0,7.5,7,12
432,2,0,483.4,715.5,251.9,178.0,0.0,0,15
432,3,1,459.1,414.0,76.9,242.1,4.8,2,15
432,4,1,121.3,683.6,223.1,150.3,7.1,8,6
432,5,1,238.0,323.2,337.5,218.1,7.1,8,13
433,0,0,329.9,688.6,269.8,318.0,0.0,0,15
433,1,0,664.3,203.6,144.0,90.0,7.3,7,13
433,2,0,483.4,715.5,251.9,178.0,0.0,0,15
433,3,1,463.6,412.9,76.9,252.1,4.7,2,15
433,4,1,116.5,688.7,223.1,148.9,7.0,8,7
433,5,1,235.4,316.8,337.5,217.7,7.0,8,14
434,0,0,329.9,688.6,269.8,318.0,0.0,0,15
434,1,0,668.5,209.4,148.7,90.0,7.2,7,14
434,2,0,483.4,715.5,251.9,178.0,0.0,0,15
434,3,1,468.1,411.9,76.9,262.1,4.6,2,15
434,4,1,111.9,693.7,223.1,157.7,6.8,8,8
434,5,1,232.8,310.5,337.5,217.9,6.8,8,15
435,0,0,329.9,688.6,269.8,318.0,0.0,0,15
435,1,0,672.1,215.3,148.7,86.0,7.0,7,15
435,2,0,483.4,715.5,251.9,178.0,0.0,0,15
435,3,1,472.5,410.9,76.9,272.1,4.5,2,15
435,4,1,107.3,698.6,223.1,157.7,7.7,8,9
435,5,1,230.2,304.3,337.5,217.9,6.7,8,0
436,0,0,329.9,688.6,269.8,318.0,0.0,0,15
436,1,0,675.7,221.2,148.7,86.0,6.9,7,0
436,2,0,483.4,715.5,251.9,178.0,0.0,0,15
436,3,1,476.8,409.9,76.9,272.1,5.4,2,15
436,4,1,102.2,704.1,223.1,167.7,7.5,8,10
436,5,1,227.7,298.3,337.5,217.8,6.5,8,1
437,0,0,329.9,688.6,269.8,318.0,0.0,0,15
437,1,0,679.2,227.0,148.7,86.0,7.7,7,1
437,2,0,483.4,715.5,251.9,178.0,0.0,0,15
437,3,1,481.9,408.7,76.9,282.1,5.3,2,15
437,4,1,97.1,709.5,223.1,177.7,7.4,8,11
437,5,1,225.2,292.4,337.5,217.4,6.4,8,2
438,0,0,329.9,688.6,269.8,318.0,0.0,0,15
438,1,0,683.1,233.4,153.0,86.0,7.6,7,2
438,2,0,483.4,715.5,251.9,178.0,0.0,0,15
438,3,1,487.0,407.5,76.9,292.1,5.2,2,15
438,4,1,92.2,714.7,227.7,177.7,7.2,8,12
438,5,1,222.8,286.5,337.5,217.4,7.3,8,3
439,0,0,329.9,688.6,269.8,318.0,0.0,0,15
439,1,0,686.5,240.1,153.0,82.0,7.4,7,3
439,2,0,483.4,715.5,251.9,178.0,0.0,0,15
439,3,1,492.0,406.3,76.9,302.1,5.1,2,15
439,4,1,86.9,719.5,227.7,187.7,7.1,8,13
439,5,1,220.1,279.9,337.5,217.9,7.1,8,4
440,0,0,329.9,688.6,269.8,318.0,0.0,0,15
440,1,0,689.8,246.5,157.5,82.0,7.3,7,4
440,2,0,483.4,715.5,251.9,178.0,0.0,0,15
440,3,1,496.8,405.2,70.6,302.1,5.0,2,15
440,4,1,81.8,724.2,227.7,197.7,6.9,8,14
440,5,1,217.4,273.5,337.5,217.5,7.0,8,5
441,0,0,329.9,688.6,269.8,318.0,0.0,0,15
441,1,0,692.6,253.1,157.5,78.0,7.1,7,5
441,2,0,483.4,715.5,251.9,178.0,0.0,0,15
441,3,1,501.4,403.6,70.6,312.1,4.9,2,15
441,4,1,76.8,728.8,227.7,197.7,4.8,8,15
441,5,1,214.8,267.1,337.5,217.5,7.9,8,6
442,0,0,329.9,688.6,269.8,318.0,0.0,0,15
442,1,0,695.2,259.6,162.3,78.0,7.0,7,6
442,2,0,483.4,715.5,251.9,178.0,0.0,0,15
442,3,1,506.0,402.0,70.6,322.1,4.8,2,15
442,4,1,73.3,731.9,227.7,197.7,2.7,8,15
442,5,1,211.8,260.0,337.5,217.3,7.7,8,7
443,0,0,329.9,688.6,269.8,318.0,0.0,0,15
443,1,0,697.3,266.1,162.3,78.0,7.9,7,7
443,2,0,483.4,715.5,251.9,178.0,0.0,0,15
443,3,1,510.4,400.4,70.6,332.1,4.7,2,15
443,4,1,71.3,733.7,227.7,197.7,0.7,7,15
443,5,1,209.0,253.1,337.5,217.4,7.5,8,8
444,0,0,329.9,688.6,269.8,318.0,0.0,0,15
444,1,0,699.7,273.5,162.3,74.0,7.7,7,8
444,2,0,483.4,715.5,251.9,178.0,0.0,0,15
444,3,1,514.7,398.9,70.6,332.1,5.6,2,15
444,4,1,70.8,734.1,227.7,197.7,0.0,7,15
444,5,1,206.1,246.2,333.0,217.4,7.4,8,9
445,0,0,329.9,688.6,269.8,318.0,0.0,0,15
445,1,0,702.0,280.6,166.6,74.0,7.5,7,9
445,2,0,483.4,715.5,251.9,178.0,0.0,0,15
445,3,1,519.9,397.1,70.6,342.1,5.5,2,15
445,4,1,70.8,734.1,227.7,197.7,-1.0,7,15
445,5,1,202.8,239.8,333.0,217.1,7.2,8,10
446,0,0,329.9,688.6,269.8,318.0,0.0,0,15
446,1,0,703.7,287.8,166.6,70.0,7.4,7,10
446,2,0,483.4,715.5,251.9,178.0,0.0,0,15
446,3,1,525.0,395.3,70.6,352.1,5.4,2,15
446,4,1,71.6,733.5,227.7,197.7,-2.0,7,15
446,5,1,199.6,233.4,333.0,216.7,7.1,8,11
447,0,0,329.9,688.6,269.8,318.0,0.0,0,15
447,1,0,705.4,294.9,171.2,70.0,7.2,7,11
447,2,0,483.4,715.5,251.9,178.0,0.0,0,15
447,3,1,530.0,393.5,70.6,2.1,5.3,2,15
447,4,1,73.0,732.2,227.7,197.7,-2.9,7,15
447,5,1,196.5,227.2,328.3,216.7,7.0,8,12
448,0,0,329.9,688.6,269.8,318.0,0.0,0,15
448,1,0,706.4,301.9,171.2,66.0,7.1,7,12
448,2,0,483.4,715.5,251.9,178.0,0.0,0,15
448,3,1,534.9,391.8,70.6,2.1,6.2,2,15
448,4,1,75.1,730.2,227.7,197.7,-3.9,7,15
448,5,1,192.9,221.4,328.3,216.4,6.8,8,13
449,0,0,329.9,688.6,269.8,318.0,0.0,0,15
449,1,0,707.5,308.8,176.0,66.0,7.0,7,13
449,2,0,483.4,715.5,251.9,178.0,0.0,0,15
449,3,1,540.6,389.8,70.6,12.1,6.0,2,15
449,4,1,77.9,727.7,227.7,197.7,-4.8,7,15
449,5,1,189.4,215.7,328.3,216.5,6.7,8,14
450,0,0,329.9,688.6,269.8,318.0,0.0,0,15
450,1,0,708.0,315.6,176.0,66.0,7.8,7,14
450,2,0,483.4,715.5,251.9,178.0,0.0,0,15
450,3,1,546.2,387.8,70.6,22.1,5.9,2,15
450,4,1,81.4,724.5,227.7,197.7,-5.7,7,15
450,5,1,185.9,210.2,328.3,216.1,6.6,8,15
451,0,0,329.9,688.6,269.8,318.0,0.0,0,15
451,1,0,708.5,323.2,176.0,62.0,7.7,7,15
451,2,0,483.4,715.5,251.9,178.0,0.0,0,15
451,3,1,551.6,385.9,70.6,32.1,5.8,2,15
451,4,1,85.6,720.7,227.7,197.7,-6.6,7,15
451,5,1,182.5,204.7,328.3,216.1,6.4,8,0
452,0,0,329.9,688.6,269.8,318.0,0.0,0,15
452,1,0,709.1,330.7,176.0,62.0,7.5,7,0
452,2,0,483.4,715.5,251.9,178.0,0.0,0,15
452,3,1,557.0,384.0,70.6,32.1,6.7,2,15
452,4,1,90.3,716.4,227.7,197.7,-7.5,7,15
452,5,1,179.2,199.3,328.3,215.9,6.3,8,1
453,0,0,329.9,688.6,269.8,318.0,0.0,0,15
453,1,0,709.6,338.0,180.4,62.0,7.4,7,1
453,2,0,483.4,715.5,251.9,178.0,0.0,0,15
453,3,1,563.2,381.8,70.6,42.1,6.6,2,15
453,4,1,95.8,711.5,227.7,207.7,-7.3,7,15
453,5,1,176.0,194.1,328.3,215.9,7.2,8,2
454,0,0,329.9,688.6,269.8,318.0,0.0,0,15
454,1,0,709.5,345.3,180.4,58.0,7.2,7,2
454,2,0,483.4,715.5,251.9,178.0,0.0,0,15
454,3,1,569.2,379.7,70.6,52.1,6.4,2,15
454,4,1,101.1,706.7,227.7,217.7,-7.2,7,15
454,5,1,172.3,188.1,328.3,215.7,7.0,8,3
455,0,0,329.9,688.6,269.8,318.0,0.0,0,15
455,1,0,709.5,352.3,185.1,58.0,7.1,7,3
455,2,0,483.4,715.5,251.9,178.0,0.0,0,15
455,3,1,575.2,377.6,70.6,62.1,6.3,2,15
455,4,1,106.2,701.9,227.7,227.7,-7.0,7,15
455,5,1,168.7,182.3,328.3,215.3,6.9,8,4
456,0,0,329.9,688.6,269.8,318.0,0.0,0,15
456,1,0,708.9,359.2,185.1,54.0,6.9,7,4
456,2,0,483.4,715.5,251.9,178.0,0.0,0,15
456,3,1,581.0,375.6,70.6,62.1,7.2,2,15
456,4,1,111.3,697.3,227.7,237.7,-6.9,7,15
456,5,1,165.1,176.5,328.3,215.3,7.7,8,5
457,0,0,329.9,688.6,269.8,318.0,0.0,0,15
457,1,0,708.2,366.0,185.1,54.0,7.8,7,5
457,2,0,483.4,715.5,251.9,178.0,0.0,0,15
457,3,1,587.6,373.2,70.6,72.1,7.0,2,15
457,4,1,116.3,692.8,227.7,247.7,-6.7,7,15
457,5,1,161.1,170.1,328.3,215.0,7.6,8,6
458,0,0,329.9,688.6,269.8,318.0,0.0,0,15
458,1,0,707.6,373.6,189.4,54.0,7.6,7,6
458,2,0,483.4,715.5,251.9,178.0,0.0,0,15
458,3,1,594.1,370.9,70.6,82.1,6.9,2,15
458,4,1,121.2,688.3,227.7,247.7,-6.6,7,0
458,5,1,157.2,163.7,328.3,214.6,7.4,8,7
459,0,0,329.9,688.6,269.8,318.0,0.0,0,15
459,1,0,706.3,381.0,189.4,50.0,7.5,7,7
459,2,0,483.4,715.5,251.9,178.0,0.0,0,15
459,3,1,600.5,368.7,70.6,92.1,6.7,2,15
459,4,1,126.0,683.9,227.7,247.7,-7.5,7,1
459,5,1,153.4,157.5,323.7,214.6,7.3,8,8
460,0,0,329.9,688.6,269.8,318.0,0.0,0,15
460,1,0,705.1,388.2,193.9,50.0,7.3,7,8
460,2,0,483.4,715.5,251.9,178.0,0.0,0,15
460,3,1,606.7,366.5,70.6,96.6,6.6,2,15
460,4,1,131.4,679.0,227.7,247.0,-7.3,7,2
460,5,1,149.2,151.8,323.7,214.2,7.1,8,9
461,0,0,329.9,688.6,269.8,318.0,0.0,0,15
461,1,0,703.4,395.2,193.9,46.0,7.2,7,9
461,2,0,483.4,715.5,251.9,178.0,0.0,0,15
461,3,1,612.9,364.4,70.6,96.6,6.5,2,0
461,4,1,136.7,674.2,227.7,257.0,-7.2,7,3
461,5,1,145.0,146.1,323.7,204.2,7.0,8,10
462,0,0,329.9,688.6,269.8,318.0,0.0,0,15
462,1,0,701.7,402.0,198.6,46.0,7.0,7,10
462,2,0,483.4,715.5,251.9,178.0,0.0,0,15
462,3,1,618.8,362.2,70.6,100.1,6.4,2,1
462,4,1,141.9,669.4,232.4,257.0,-7.0,7,4
462,5,1,141.0,140.6,328.6,204.2,6.9,8,11
463,0,0,329.9,688.6,269.8,318.0,0.0,0,15
463,1,0,699.5,408.5,198.6,42.0,6.9,7,11
463,2,0,483.4,715.5,251.9,178.0,0.0,0,15
463,3,1,624.7,360.2,70.6,102.1,6.2,2,2
463,4,1,147.4,665.2,232.4,267.0,-6.9,7,5
463,5,1,137.5,134.9,328.6,194.2,6.7,8,12
464,0,0,329.9,688.6,269.8,318.0,0.0,0,15
464,1,0,697.4,414.9,198.6,42.0,7.8,7,12
464,2,0,483.4,715.5,251.9,178.0,0.0,0,15
464,3,1,630.5,358.1,70.6,102.1,7.1,2,3
464,4,1,152.8,661.1,232.4,277.0,-6.8,7,6
464,5,1,134.0,129.2,328.6,184.2,6.6,8,13
465,0,0,329.9,688.6,269.8,318.0,0.0,0,15
465,1,0,694.9,422.1,202.9,42.0,7.6,7,13
465,2,0,483.4,715.5,251.9,178.0,0.0,0,15
465,3,1,637.0,355.8,70.6,106.7,7.0,2,4
465,4,1,158.0,657.1,232.4,277.0,-7.6,7,7
465,5,1,130.7,123.7,328.6,174.2,6.5,8,14
466,0,0,329.9,688.6,269.8,318.0,0.0,0,15
466,1,0,692.0,429.0,202.9,38.0,7.5,7,14
466,2,0,483.4,715.5,251.9,178.0,0.0,0,15
466,3,1,643.5,353.6,70.6,109.9,6.8,2,5
466,4,1,163.9,652.5,232.4,287.0,-7.5,7,8
466,5,1,127.4,118.3,328.6,164.2,6.3,8,15
467,0,0,329.9,688.6,269.8,318.0,0.0,0,15
467,1,0,689.2,435.7,207.5,38.0,7.3,7,15
467,2,0,483.4,715.5,251.9,178.0,0.0,0,15
467,3,1,649.8,351.4,70.6,113.5,6.7,2,6
467,4,1,169.7,648.0,232.4,297.0,-7.3,7,9
467,5,1,124.1,113.0,328.6,154.2,6.2,8,15
468,0,0,329.9,688.6,269.8,318.0,0.0,0,15
468,1,0,685.9,442.1,207.5,38.0,7.2,7,0
468,2,0,483.4,715.5,251.9,178.0,0.0,0,15
468,3,1,656.0,349.2,70.6,113.5,7.6,2,7
468,4,1,175.4,643.7,232.4,307.0,-7.2,7,10
468,5,1,121.0,107.8,328.6,144.2,6.1,8,15
469,0,0,329.9,688.6,269.8,318.0,0.0,0,15
469,1,0,682.6,448.3,207.5,34.0,7.0,7,1
469,2,0,483.4,715.5,251.9,178.0,0.0,0,15
469,3,1,662.9,346.7,70.6,122.2,7.4,2,8
469,4,1,181.0,639.4,232.4,317.0,-7.0,7,11
469,5,1,117.9,102.8,328.6,134.2,6.0,8,15
470,0,0,329.9,688.6,269.8,318.0,0.0,0,15
470,1,0,679.5,454.4,212.3,34.0,6.9,7,2
470,2,0,483.4,715.5,251.9,178.0,0.0,0,15
470,3,1,669.8,344.3,70.6,128.3,7.3,2,9
470,4,1,186.5,635.2,232.4,327.0,-6.9,7,12
470,5,1,114.8,97.8,328.6,124.2,5.8,8,15
471,0,0,329.9,688.6,269.8,318.0,0.0,0,15
471,1,0,675.9,460.1,212.3,34.0,7.7,7,3
471,2,0,483.4,715.5,251.9,178.0,0.0,0,15
471,3,1,676.5,342.0,70.6,135.1,7.1,2,10
471,4,1,191.8,631.1,232.4,337.0,-6.8,7,13
471,5,1,111.8,92.9,328.6,134.2,5.7,8,15
472,0,0,329.9,688.6,269.8,318.0,0.0,0,15
472,1,0,671.8,466.5,212.3,30.0,7.6,7,4
472,2,0,483.4,715.5,251.9,178.0,0.0,0,15
472,3,1,683.0,339.6,70.6,142.6,7.0,2,11
472,4,1,197.1,627.0,232.4,347.0,-6.6,7,14
472,5,1,108.9,88.1,328.6,144.2,5.6,8,15
473,0,0,329.9,688.6,269.8,318.0,0.0,0,15
473,1,0,667.8,472.8,216.7,30.0,7.4,7,5
473,2,0,483.4,715.5,251.9,178.0,0.0,0,15
473,3,1,689.5,337.4,70.6,150.6,6.8,2,12
473,4,1,202.2,623.1,232.4,357.0,-6.5,7,15
473,5,1,106.0,83.4,328.6,152.0,5.5,8,15
474,0,0,329.9,688.6,269.8,318.0,0.0,0,15
474,1,0,663.5,478.6,216.7,26.0,7.3,7,6
474,2,0,483.4,715.5,251.9,178.0,0.0,0,15
474,3,1,695.8,335.2,70.6,158.9,6.7,2,13
474,4,1,207.2,619.2,232.4,7.0,-6.4,7,15
474,5,1,103.2,78.8,328.6,152.0,5.4,8,0
475,0,0,329.9,688.6,269.8,318.0,0.0,0,15
475,1,0,659.2,484.3,221.4,26.0,7.1,7,7
475,2,0,483.4,715.5,251.9,178.0,0.0,0,15
475,3,1,702.0,333.0,70.6,167.0,6.6,2,14
475,4,1,212.2,615.4,232.4,17.0,-6.2,7,15
475,5,1,100.5,74.3,328.6,152.0,3.3,8,1
476,0,0,329.9,688.6,269.8,318.0,0.0,0,15
476,1,0,654.6,489.6,221.4,22.0,7.0,7,8
476,2,0,483.4,715.5,251.9,178.0,0.0,0,15
476,3,1,708.0,330.8,70.6,174.8,6.4,2,15
476,4,1,217.0,611.7,232.4,27.0,-6.1,7,15
476,5,1,98.8,71.6,328.6,152.0,1.2,8,2
477,0,0,329.9,688.6,269.8,318.0,0.0,0,15
477,1,0,650.1,494.7,221.4,22.0,7.9,7,9
477,2,0,483.4,715.5,251.9,178.0,0.0,0,15
477,3,1,714.0,328.8,70.6,181.9,6.3,2,15
477,4,1,221.8,608.0,232.4,37.0,-6.0,7,15
477,5,1,98.2,70.6,328.6,152.0,0.0,8,3
478,0,0,329.9,688.6,269.8,318.0,0.0,0,15
478,1,0,645.0,500.5,225.6,22.0,7.7,7,10
478,2,0,483.4,715.5,251.9,178.0,0.0,0,15
478,3,1,719.8,326.7,70.6,188.3,6.2,2,15
478,4,1,226.4,604.4,232.4,47.0,-5.9,7,15
478,5,1,98.2,70.6,328.6,152.0,-1.0,8,4
479,0,0,329.9,688.6,269.8,318.0,0.0,0,15
479,1,0,639.6,505.8,225.6,18.0,7.5,7,11
479,2,0,483.4,715.5,251.9,178.0,0.0,0,15
479,3,1,725.5,324.7,70.6,193.9,6.0,2,15
479,4,1,231.0,600.9,232.4,57.0,-5.7,7,15
479,5,1,98.7,71.4,328.6,152.0,-2.0,8,5
480,0,0,329.9,688.6,269.8,318.0,0.0,0,15
480,1,0,634.3,510.9,230.1,18.0,7.4,7,12
480,2,0,483.4,715.5,251.9,178.0,0.0,0,15
480,3,1,731.1,322.7,70.6,193.9,3.9,2,15
480,4,1,235.4,597.5,232.4,65.2,-5.6,7,15
480,5,1,99.7,73.1,328.6,152.0,-2.9,8,6
481,0,0,329.9,688.6,269.8,318.0,0.0,0,15
481,1,0,628.8,515.6,230.1,14.0,7.2,7,13
481,2,0,483.4,715.5,251.9,178.0,0.0,0,15
481,3,1,734.7,321.5,70.6,193.9,1.8,2,15
481,4,1,239.8,594.1,232.4,65.2,-5.5,7,0
481,5,1,101.2,75.5,328.6,152.0,-3.9,8,7
482,0,0,329.9,688.6,269.8,318.0,0.0,0,15
482,1,0,623.3,520.2,234.7,14.0,7.1,7,14
482,2,0,483.4,715.5,251.9,178.0,0.0,0,15
482,3,1,736.4,320.9,70.6,193.9,0.0,2,15
482,4,1,244.1,590.8,232.4,65.4,-5.4,7,1
482,5,1,103.2,78.8,328.6,152.0,-4.8,8,8
483,0,0,329.9,688.6,269.8,318.0,0.0,0,15
483,1,0,617.6,524.2,234.7,10.0,7.0,7,15
483,2,0,483.4,715.5,251.9,178.0,0.0,0,15
483,3,1,736.4,320.9,70.6,193.9,-1.0,2,15
483,4,1,248.3,587.6,232.4,65.4,-6.3,7,2
483,5,1,105.7,82.8,328.6,152.0,-5.7,8,9
484,0,0,329.9,688.6,269.8,318.0,0.0,0,15
484,1,0,612.1,528.1,234.7,10.0,7.8,7,15
484,2,0,483.4,715.5,251.9,178.0,0.0,0,15
484,3,1,735.5,321.2,70.6,193.9,-2.0,2,15
484,4,1,253.2,583.8,232.4,65.7,-6.2,7,3
484,5,1,108.6,87.6,328.6,156.4,-5.6,8,10
485,0,0,329.9,688.6,269.8,318.0,0.0,0,15
485,1,0,605.8,532.5,234.7,10.0,7.7,7,0
485,2,0,483.4,715.5,251.9,178.0,0.0,0,15
485,3,1,733.7,321.8,70.6,193.9,-2.9,2,15
485,4,1,258.0,580.2,232.4,65.9,-6.1,7,4
485,5,1,111.4,92.2,328.6,156.7,-5.5,8,11
486,0,0,329.9,688.6,269.8,318.0,0.0,0,15
486,1,0,599.7,536.9,239.1,10.0,7.5,7,1
486,2,0,483.4,715.5,251.9,178.0,0.0,0,15
486,3,1,730.9,322.8,70.6,193.9,-3.9,2,15
486,4,1,262.7,576.5,232.4,65.9,-6.9,7,5
486,5,1,114.2,96.8,328.6,156.7,-6.4,8,12
487,0,0,329.9,688.6,269.8,318.0,0.0,0,15
487,1,0,593.4,540.6,239.1,6.0,7.4,7,2
487,2,0,483.4,715.5,251.9,178.0,0.0,0,15
487,3,1,727.3,324.0,70.6,193.9,-4.8,2,15
487,4,1,268.0,572.4,232.4,66.2,-6.8,7,6
487,5,1,117.5,102.2,328.6,156.9,-6.2,8,13
488,0,0,329.9,688.6,269.8,318.0,0.0,0,15
488,1,0,587.2,544.3,243.7,6.0,7.2,7,3
488,2,0,483.4,715.5,251.9,178.0,0.0,0,15
488,3,1,722.9,325.6,70.6,193.9,-5.7,2,15
488,4,1,273.3,568.3,232.4,66.4,-6.7,7,7
488,5,1,120.7,107.4,328.6,157.2,-6.1,8,14
489,0,0,329.9,688.6,269.8,318.0,0.0,0,15
489,1,0,580.8,547.5,243.7,2.0,7.1,7,4
489,2,0,483.4,715.5,251.9,178.0,0.0,0,15
489,3,1,717.6,327.5,70.6,193.9,-5.6,2,0
489,4,1,278.5,564.4,232.4,66.4,-7.5,7,8
489,5,1,123.8,112.5,328.6,157.4,-6.0,8,15
490,0,0,329.9,688.6,269.8,318.0,0.0,0,15
490,1,0,574.6,550.5,248.5,2.0,6.9,7,5
490,2,0,483.4,715.5,251.9,178.0,0.0,0,15
490,3,1,712.5,329.3,70.6,191.9,-5.5,2,1
490,4,1,284.3,559.9,232.4,66.8,-7.4,7,9
490,5,1,126.9,117.5,328.6,157.4,-5.9,8,0
491,0,0,329.9,688.6,269.8,318.0,0.0,0,15
491,1,0,568.3,553.0,248.5,2.0,7.8,7,6
491,2,0,483.4,715.5,251.9,178.0,0.0,0,15
491,3,1,707.4,331.1,70.6,201.9,-5.4,2,2
491,4,1,290.1,555.5,232.4,67.0,-7.2,7,10
491,5,1,129.9,122.4,328.6,157.6,-5.8,8,1
492,0,0,329.9,688.6,269.8,318.0,0.0,0,15
492,1,0,561.2,555.8,248.5,358.0,7.6,7,7
492,2,0,483.4,715.5,251.9,178.0,0.0,0,15
492,3,1,702.4,332.8,70.6,201.9,-6.3,2,3
492,4,1,295.7,551.1,232.4,67.2,-7.1,7,11
492,5,1,132.8,127.2,328.6,157.6,-6.6,8,2
493,0,0,329.9,688.6,269.8,318.0,0.0,0,15
493,1,0,554.3,558.6,252.9,358.0,7.5,7,8
493,2,0,483.4,715.5,251.9,178.0,0.0,0,15
493,3,1,696.6,334.9,70.6,211.9,-6.1,2,4
493,4,1,301.2,546.9,232.4,67.5,-6.9,7,12
493,5,1,136.2,132.8,328.6,158.1,-6.5,8,3
494,0,0,329.9,688.6,269.8,318.0,0.0,0,15
494,1,0,547.3,560.7,252.9,354.0,7.3,7,9
494,2,0,483.4,715.5,251.9,178.0,0.0,0,15
494,3,1,691.0,336.9,70.6,212.5,-6.0,2,5
494,4,1,306.5,542.8,232.4,67.7,-6.8,7,13
494,5,1,139.5,138.2,328.6,158.4,-6.4,8,4
495,0,0,329.9,688.6,269.8,318.0,0.0,0,15
495,1,0,540.4,562.8,257.5,354.0,7.2,7,10
495,2,0,483.4,715.5,251.9,178.0,0.0,0,15
495,3,1,685.4,338.8,70.6,212.7,-5.9,2,6
495,4,1,311.8,538.7,232.4,68.0,-6.7,7,14
495,5,1,142.8,143.6,328.6,158.4,-7.3,8,5
496,0,0,329.9,688.6,269.8,318.0,0.0,0,15
496,1,0,533.5,564.4,257.5,350.0,7.0,7,11
496,2,0,483.4,715.5,251.9,178.0,0.0,0,15
496,3,1,679.9,340.7,70.6,212.7,-6.8,2,7
496,4,1,317.0,534.7,232.4,68.2,-6.5,7,15
496,5,1,146.5,149.7,328.6,158.6,-7.1,8,6
497,0,0,329.9,688.6,269.8,318.0,0.0,0,15
497,1,0,526.8,565.9,262.3,350.0,6.9,7,12
497,2,0,483.4,715.5,251.9,178.0,0.0,0,15
497,3,1,673.7,342.9,70.6,213.2,-6.6,2,8
497,4,1,322.1,530.8,232.4,68.2,-6.4,7,0
497,5,1,150.1,155.6,328.6,158.8,-7.0,8,7
498,0,0,329.9,688.6,269.8,318.0,0.0,0,15
498,1,0,520.1,566.8,262.3,350.0,7.8,7,13
498,2,0,483.4,715.5,251.9,178.0,0.0,0,15
498,3,1,667.5,345.1,70.6,213.4,-6.5,2,9
498,4,1,327.0,527.0,232.4,68.2,-7.3,7,1
498,5,1,153.7,161.4,328.6,158.8,-7.8,8,8
499,0,0,329.9,688.6,269.8,318.0,0.0,0,15
499,1,0,512.6,567.8,262.3,346.0,7.6,7,14
